100,桂操,973.157,1155.39,30,0,无,Playground
101,宋卿体育馆,1093.38,1125.14,30,0,无,Playground
102,风雨体育馆,845.369,1138.75,30,0,无,Playground
103,网球场,862.76,1232.51,30,0,无,Playground
113,计算机学院,584.499,1066.16,30,0,无,Building
114,卓尔体育馆,573.157,1296.03,30,0,无,Playground
115,电子信息学院,693.913,1164.35,30,0,无,Building
116,桂园食堂,761.3,1105.15,30,0,无,Canteen
117,于刚宋晓楼,710.7,1224.75,30,0,无,Building
118,化学学院,745.2,1337.45,30,0,无,Building
119,荷花池,1259.25,1215.55,30,0,无,Park
120,万林,1254.65,1334,30,0,无,Building
121,1-4,1118.95,1313.3,30,0,无,Building
122,1-5,1056.85,1399.55,30,0,无,Building
123,总图,1202.9,1483.5,30,0,无,Building
124,物理学院,1188.06,1566.29,30,0,无,Building
126,生科院,960.25,1785.95,30,0,无,Building
127,文院,757.47,1596.77,30,0,无,Building
128,历史学院,797.998,1522.24,30,0,无,Building
129,篮球场,1333.81,1161.95,30,0,无,Playground
130,梅园操场,1444.83,1104.16,30,0,无,Playground
131,912,1630.38,1069.18,30,0,无,Playground
132,樱花城堡,1352.06,950.999,30,0,无,Building
133,樱1,1455.27,925.72,30,0,无,Dorm
134,樱3,1287.57,965.181,30,0,无,Dorm
135,樱2,1405.29,939.901,30,0,无,Dorm
136,樱4,1235.98,974.061,30,0,无,Dorm
137,老图书馆,1326.2,862.336,30,0,无,Building
138,理学院,1612.13,892.754,30,0,无,Building
139,艺术学院,1800.76,1018.01,30,0,无,Building
140,新传,1785.51,938.38,30,0,无,Building
141,社会学院,1779.07,871.438,30,0,无,Building
142,马院,1803.76,1140.66,30,0,无,Building
143,外语学院,2171.81,962.714,30,0,无,Building
144,法学院,2183.98,1072.22,30,0,无,Building
145,经管,2447.64,1054.96,30,0,无,Building
147,枫园宿舍区西,2173,1238,30,0,无,Dorm
149,枫园食堂,2294,1292,30,0,无,Canteen
156,枫教,2594,1259,30,0,无,Building
157,信管,2683,1349.83,30,0,无,Building
158,留学生学院,2536,1200,30,0,无,Building
159,机器人学院,587.638,1571.27,30,0,无,Building
160,雷军科技楼,579.816,1656.34,30,0,无,Building
161,梅园食堂,1419.72,1481.32,30,0,无,Canteen
162,工操,1849.13,446.882,30,0,无,Playground
163,工体,1677.63,398.458,30,0,无,Playground
164,球场,1713.54,596.832,30,0,无,Playground
165,湖滨宿舍群,2028.2,562.63,30,0,无,Dorm
166,湖滨食堂,2055.57,684.048,30,0,无,Canteen
167,凌波门,2136.62,436.738,30,0,无,Gate
168,音乐厅,2359.06,724.134,30,0,无,Building
169,洪波门,1598.07,166.136,30,0,无,Gate
170,工学部CBD,1573.04,385.217,30,0,无,Canteen
171,工学部食堂,1564.35,457.391,30,0,无,Canteen
172,宿舍群,1479.13,285.217,30,0,无,Dorm
173,动机学院,1246.09,229.565,30,0,无,Building
174,电气,1203.64,369.345,30,0,无,Building
175,土木,1002.79,250.563,30,0,无,Building
176,工图,1043.67,400.395,30,0,无,Building
178,2-1,1146.39,408.376,30,0,无,Building
179,水院,1234.96,545.63,30,0,无,Building
180,工创中心,1086.96,697.391,30,0,无,Building
181,工学部南区,825.709,761.437,30,0,无,Dorm
182,工学部西区,622,447,30,0,无,Dorm
183,水生院,251,326,30,0,无,Building
184,珞珈山,1662.56,1624.64,30,0,无,Park
186,月湖,2265.17,873.627,30,0,无,Lake
191,文澜门,933.043,142.609,30,0,无,Gate
192,扬波门,2923.25,1549.91,30,0,无,Gate
500,信操,1031.55,2553,30,0,无,Playground
501,青楼,1046.5,2720.9,30,0,无,Building
502,3-2,1169.55,2722.05,30,0,无,Building
503,3-3,899.3,2715.15,30,0,无,Building
504,友谊广场,1039.6,2863.5,30,0,无,Building
505,3-7,921.15,2855.45,30,0,无,Building
506,3-5,896.827,2792.92,30,0,无,Building
507,星湖,846.962,2610.22,30,0,无,Landmark
508,网球场,1205.2,2516.2,30,0,无,Playground
509,篮球场,1190.25,2465.6,30,0,无,Playground
510,竹园体育馆,1165.22,2549.32,30,0,无,Building
511,大学生活动中心,1180,2643.48,30,0,无,Building
512,信部图书馆,1029.08,2393.39,30,0,无,Building
513,足球场,1273.27,2231.41,30,0,无,Playground
514,教学实验大楼,1158,2852,30,0,无,Building
515,空信系,1179.86,2921.88,30,0,无,Building
516,信部1、2食堂,806.957,2469.57,30,0,无,Canteen
520,珞瑜门,1035,2995.75,30,0,无,Gate
521,叶雪安塑像,1193.55,2381.69,30,0,无,Landmark
522,信部4、5舍,908.687,2463.71,30,0,无,Dorm
523,网球场,672.639,2369.03,30,0,无,Playground
524,信部3，4食堂,712.633,2614.2,30,0,无,Canteen
525,星空广场,783.967,2353.33,30,0,无,Square
526,18舍,898.167,2330.24,30,0,无,Dorm
527,星湖园酒店,962.363,2231.59,30,0,无,Dorm
528,星湖食堂,953.624,2185.69,30,0,无,Canteen
529,青年楼,1115.83,2242.3,30,0,无,Building
530,信部11、12舍,717.29,2470.26,30,0,无,Dorm
531,操场,393.586,2455.64,30,0,无,Playground
532,信部居民区,849.054,2146.07,30,0,无,Dorm
533,国家网络安全学院,516.093,2600.88,30,0,无,Building
534,星湖体育馆,499.055,2495.93,30,0,无,Building
535,医院,1366.35,1768.62,30,0,无,Building
536,李达旧居,1375.32,1922.64,30,0,无,Building
537,珞珈山居民区,1699.02,2098.13,30,0,无,Building
538,信部cbd,905.445,2525.47,30,0,无,Shop
539,法治文化公园,2343.87,1876.85,30,0,无,Landmark
541,周恩来旧居,2313.38,1644.04,30,0,无,Landmark
542,闻一多纪念馆,2438.69,1649.16,30,0,无,Landmark
543,郭沫若旧居,2334.88,1706.44,30,0,无,Landmark
544,历史文化教育基地,2608.73,1536.68,30,0,无,Landmark
545,附属外国语学校,1572.89,2159.87,30,0,无,Building
546,珞瑜二门,610.098,2837.41,30,0,无,Gate
547,墨子雕像,1226.93,1747.3,30,0,无,Landmark
548,爱因斯坦塑像,1148.42,1693.47,30,0,无,Landmark
549,第一附属小学,1023.93,1959.27,30,0,无,Building
550,珞珈门,611.074,1830.26,30,0,无,Gate
551,茶港门,228.642,999.671,30,0,无,Gate
552,枫园宿舍区东,2433.38,1285.3,30,0,无,None
553,信部7、8、9舍,713.946,2739.44,30,0,无,Dorm
555,国立武汉大学牌楼,695.252,1774.15,30,0,无,Landmark
556,珞南三门,1800.38,2279.77,30,0,无,Gate
557,珞南门,1513.04,2204.91,30,0,无,Gate
558,珞南二门,1245.92,2137.36,30,0,无,Gate
559,星湖综合实验大楼,393.764,2610.68,30,0,无,Building
560,国软宿舍区,305.088,2619.54,30,0,无,Dorm
561,水生院东门,607.83,165.411,30,0,无,None
563,桂园宿舍区,768.039,977.06,30,0,无,None
10012,路口_10012,1740.55,1348,30,9,无,Road
10013,路口_10013,1718.74,1411.98,30,9,无,Road
10014,路口_10014,750.324,897.24,30,9,无,Road
10016,路口_10016,818.535,884.997,30,9,无,Road
10019,路口_10019,780.057,1028.42,30,9,无,Road
10021,路口_10021,797.547,1068.64,30,9,无,Road
10022,路口_10022,880.974,1206.81,30,9,无,Road
10023,路口_10023,951.372,1041.88,30,9,无,Road
10024,路口_10024,943.327,1007.69,30,9,无,Road
10025,路口_10025,1078.09,1072.05,30,9,无,Road
10026,路口_10026,1102.22,1206.81,30,9,无,Road
10027,路口_10027,473.8,1084.45,30,9,无,Road
10028,路口_10028,672.174,1337.39,30,9,无,Road
10030,路口_10030,760,1466.09,30,9,无,Road
10031,路口_10031,694.64,1658.21,30,9,无,Road
10034,路口_10034,1004.16,1898.68,30,9,无,Road
10035,路口_10035,1032.89,1747.45,30,9,无,Road
10036,路口_10036,925.52,1740.64,30,9,无,Road
10038,路口_10038,495.652,1293.91,30,9,无,Road
10044,路口_10044,801.584,1480.23,30,9,无,Road
10045,路口_10045,1139.09,1400.24,30,9,无,Road
10047,路口_10047,1095.78,1594.46,30,9,无,Road
10048,路口_10048,1116.78,1496.04,30,9,无,Road
10049,路口_10049,1060.46,1755.62,30,9,无,Road
10050,路口_10050,1142.17,1602.67,30,9,无,Road
10055,路口_10055,1087.91,1649.58,30,9,无,Road
10056,路口_10056,1615.85,1494.21,30,9,无,Road
10057,路口_10057,1739.8,1347.31,30,9,无,Road
10058,路口_10058,1572.24,1390.92,30,9,无,Road
10059,路口_10059,1530.93,1310.59,30,9,无,Road
10060,路口_10060,1627.33,1202.71,30,9,无,Road
10061,路口_10061,1742.75,1089.22,30,9,无,Road
10062,路口_10062,1728.42,964.004,30,9,无,Road
10063,路口_10063,1866.14,956.02,30,9,无,Road
10064,路口_10064,1848.17,894.148,30,9,无,Road
10065,路口_10065,1816.24,866.206,30,9,无,Road
10066,路口_10066,1806.26,816.309,30,9,无,Road
10067,路口_10067,1774.33,834.272,30,9,无,Road
